,Y,Cuenta,Mes,Ppag,Uso,DM,Sexo,Estc
335,buen,"good running",24.0,"pre buen pagador",profesional,717.0,mujer,"no vive solo"
336,buen,no,24.0,"pre buen pagador",privado,1747.0,hombre,"no vive solo"
337,buen,no,9.0,"pre buen pagador",privado,1288.0,hombre,"no vive solo"
338,buen,no,10.0,"pre buen pagador",profesional,1038.0,hombre,"no vive solo"
339,buen,"good running",10.0,"pre buen pagador",privado,2848.0,hombre,"no vive solo"
340,buen,"good running",12.0,"pre buen pagador",privado,1413.0,hombre,"no vive solo"
341,buen,"good running",30.0,"pre buen pagador",privado,3077.0,hombre,"no vive solo"
342,buen,no,24.0,"pre mal pagador",privado,3632.0,mujer,"vive solo"
343,buen,"good running",18.0,"pre buen pagador",privado,3229.0,hombre,"no vive solo"
344,buen,"good running",9.0,"pre buen pagador",profesional,3577.0,hombre,"no vive solo"
345,buen,"good running",12.0,"pre buen pagador",profesional,682.0,mujer,"vive solo"
346,buen,"good running",10.0,"pre buen pagador",privado,1924.0,hombre,"no vive solo"
347,buen,"good running",10.0,"pre buen pagador",privado,727.0,hombre,"no vive solo"
348,buen,"bad running",10.0,"pre buen pagador",profesional,781.0,hombre,"no vive solo"
349,buen,no,12.0,"pre buen pagador",profesional,2121.0,hombre,"no vive solo"
350,buen,"good running",12.0,"pre buen pagador",privado,701.0,hombre,"no vive solo"
351,buen,"good running",10.0,"pre buen pagador",privado,2069.0,mujer,"no vive solo"
352,buen,"good running",24.0,"pre buen pagador",profesional,1525.0,mujer,"vive solo"
353,buen,"good running",48.0,"pre buen pagador",profesional,7629.0,hombre,"vive solo"
354,mal,no,12.0,"pre buen pagador",profesional,3499.0,mujer,"vive solo"
355,buen,"good running",6.0,"pre buen pagador",privado,1346.0,hombre,"no vive solo"
356,buen,"good running",36.0,"pre buen pagador",privado,10477.0,hombre,"no vive solo"
357,buen,no,24.0,"pre buen pagador",privado,2924.0,hombre,"no vive solo"
358,buen,"good running",10.0,"pre buen pagador",profesional,1231.0,hombre,"no vive solo"
359,buen,"bad running",18.0,"pre buen pagador",profesional,1961.0,mujer,"vive solo"
360,buen,"good running",15.0,"pre buen pagador",profesional,5045.0,mujer,"vive solo"
361,buen,"good running",12.0,"pre buen pagador",profesional,1255.0,hombre,"no vive solo"
362,buen,no,12.0,"pre buen pagador",privado,1858.0,mujer,"vive solo"
363,buen,"good running",6.0,"pre buen pagador",privado,1221.0,mujer,"no vive solo"
364,buen,"good running",9.0,"pre buen pagador",privado,1388.0,mujer,"vive solo"
365,buen,"good running",12.0,"pre buen pagador",privado,2279.0,hombre,"no vive solo"
366,buen,"good running",12.0,"pre mal pagador",privado,2759.0,hombre,"no vive solo"
367,buen,"bad running",24.0,"pre buen pagador",privado,1258.0,mujer,"vive solo"
368,buen,"bad running",12.0,"pre mal pagador",privado,1410.0,hombre,"no vive solo"
369,buen,no,15.0,"pre buen pagador",profesional,1403.0,mujer,"vive solo"
370,buen,no,24.0,"pre buen pagador",privado,3021.0,hombre,"vive solo"
371,buen,no,24.0,"pre buen pagador",profesional,6568.0,mujer,"no vive solo"
372,buen,"good running",24.0,"pre buen pagador",privado,2578.0,hombre,"no vive solo"
373,buen,"bad running",24.0,"pre buen pagador",privado,7758.0,mujer,"vive solo"
374,buen,no,6.0,"pre buen pagador",privado,343.0,mujer,"vive solo"
375,buen,"good running",21.0,"pre buen pagador",privado,1591.0,hombre,"no vive solo"
376,buen,no,27.0,"pre buen pagador",privado,3416.0,hombre,"no vive solo"
377,mal,no,12.0,"pre mal pagador",privado,1108.0,hombre,"no vive solo"
378,buen,"bad running",27.0,"pre buen pagador",privado,5965.0,hombre,"no vive solo"
379,buen,"bad running",15.0,"pre buen pagador",privado,1514.0,hombre,"no vive solo"
380,buen,"good running",30.0,"pre buen pagador",privado,6742.0,hombre,"no vive solo"
381,buen,no,18.0,"pre buen pagador",privado,3650.0,mujer,"vive solo"
382,buen,no,21.0,"pre buen pagador",privado,3599.0,mujer,"vive solo"
383,buen,"good running",60.0,"pre buen pagador",profesional,13756.0,hombre,"no vive solo"
384,buen,"bad running",9.0,"pre buen pagador",profesional,276.0,mujer,"no vive solo"
385,buen,"good running",42.0,"pre buen pagador",privado,4041.0,hombre,"no vive solo"
386,buen,"bad running",9.0,"pre buen pagador",privado,458.0,hombre,"no vive solo"
387,mal,"bad running",9.0,"pre buen pagador",privado,918.0,mujer,"vive solo"
388,buen,"good running",24.0,"pre buen pagador",profesional,7393.0,hombre,"no vive solo"
389,buen,"bad running",10.0,"pre buen pagador",privado,1225.0,hombre,"no vive solo"
390,buen,no,24.0,"pre buen pagador",privado,2812.0,mujer,"vive solo"
391,buen,"good running",15.0,"pre buen pagador",privado,3029.0,hombre,"no vive solo"
392,buen,"bad running",12.0,"pre buen pagador",profesional,1480.0,hombre,"no vive solo"
393,buen,"bad running",6.0,"pre buen pagador",privado,1047.0,mujer,"vive solo"
394,buen,"good running",15.0,"pre buen pagador",privado,1471.0,hombre,"no vive solo"
395,buen,"good running",24.0,"pre buen pagador",privado,5511.0,hombre,"no vive solo"
396,buen,"bad running",9.0,"pre buen pagador",privado,1206.0,mujer,"vive solo"
397,buen,"bad running",24.0,"pre buen pagador",privado,6403.0,hombre,"no vive solo"
398,buen,"good running",12.0,"pre buen pagador",privado,707.0,hombre,"no vive solo"
399,buen,"good running",12.0,"pre buen pagador",privado,1503.0,mujer,"no vive solo"
400,buen,"bad running",12.0,"pre buen pagador",profesional,6078.0,hombre,"no vive solo"
401,buen,"bad running",27.0,"pre buen pagador",profesional,2528.0,mujer,"vive solo"
402,buen,"bad running",12.0,"pre buen pagador",profesional,1037.0,hombre,"no vive solo"
403,buen,no,6.0,"pre buen pagador",privado,1352.0,mujer,"vive solo"
404,buen,"good running",24.0,"pre buen pagador",privado,3181.0,mujer,"vive solo"
405,buen,"good running",18.0,"pre buen pagador",privado,4594.0,hombre,"no vive solo"
406,buen,"bad running",48.0,"pre buen pagador",profesional,5381.0,hombre,"no vive solo"
407,buen,"good running",15.0,"pre buen pagador",privado,4657.0,hombre,"no vive solo"
408,buen,"bad running",9.0,"pre buen pagador",profesional,1391.0,mujer,"no vive solo"
409,buen,"bad running",18.0,"pre buen pagador",profesional,1913.0,mujer,"no vive solo"
410,buen,"good running",42.0,"pre buen pagador",privado,7166.0,mujer,"no vive solo"
411,buen,"good running",13.0,"pre buen pagador",privado,1409.0,mujer,"vive solo"
412,buen,"good running",24.0,"pre buen pagador",profesional,2978.0,hombre,"no vive solo"
413,buen,"good running",12.0,"pre buen pagador",privado,976.0,hombre,"no vive solo"
414,buen,"good running",24.0,"pre buen pagador",profesional,2375.0,hombre,"no vive solo"
415,buen,"good running",12.0,"pre buen pagador",privado,522.0,hombre,"no vive solo"
416,buen,"good running",28.0,"pre buen pagador",privado,2743.0,hombre,"no vive solo"
417,buen,"good running",11.0,"pre buen pagador",privado,1154.0,mujer,"vive solo"
418,buen,"good running",24.0,"pre buen pagador",privado,5804.0,hombre,"no vive solo"
419,buen,"good running",18.0,"pre buen pagador",privado,1169.0,hombre,"no vive solo"
420,buen,no,15.0,"pre buen pagador",privado,1478.0,hombre,"no vive solo"
421,buen,"good running",12.0,"pre buen pagador",privado,776.0,mujer,"no vive solo"
422,buen,"bad running",11.0,"pre buen pagador",profesional,1322.0,mujer,"vive solo"
423,buen,"bad running",16.0,"pre buen pagador",profesional,1175.0,hombre,"no vive solo"
424,buen,"good running",12.0,"pre buen pagador",profesional,2133.0,mujer,"vive solo"
425,buen,"good running",15.0,"pre buen pagador",privado,1829.0,hombre,"no vive solo"
426,buen,"good running",12.0,"pre buen pagador",privado,717.0,hombre,"no vive solo"
427,buen,"bad running",39.0,"pre buen pagador",privado,11760.0,hombre,"no vive solo"
428,mal,"bad running",9.0,"pre buen pagador",privado,1501.0,mujer,"vive solo"
429,buen,no,12.0,"pre buen pagador",privado,1200.0,mujer,"vive solo"
430,buen,"bad running",9.0,"pre buen pagador",profesional,3195.0,mujer,"vive solo"
431,buen,"good running",30.0,"pre buen pagador",privado,4530.0,mujer,"vive solo"
432,mal,"good running",12.0,"pre buen pagador",privado,1555.0,hombre,"no vive solo"
433,buen,"bad running",15.0,"pre buen pagador",profesional,2326.0,hombre,"no vive solo"
434,buen,"bad running",18.0,"pre buen pagador",profesional,1887.0,mujer,"no vive solo"
435,buen,"good running",12.0,"pre buen pagador",profesional,1264.0,hombre,"no vive solo"
436,buen,"good running",7.0,"pre buen pagador",privado,846.0,hombre,"no vive solo"
437,buen,"good running",15.0,"pre buen pagador",privado,1532.0,mujer,"vive solo"
438,buen,"good running",6.0,"pre buen pagador",privado,935.0,mujer,"vive solo"
439,buen,no,27.0,"pre buen pagador",profesional,2442.0,hombre,"no vive solo"
440,buen,"bad running",18.0,"pre buen pagador",profesional,3590.0,mujer,"no vive solo"
441,buen,"good running",21.0,"pre buen pagador",privado,2288.0,mujer,"vive solo"
442,buen,"good running",27.0,"pre buen pagador",profesional,5117.0,hombre,"no vive solo"
443,buen,no,39.0,"pre buen pagador",privado,14179.0,hombre,"no vive solo"
444,buen,"good running",15.0,"pre buen pagador",privado,1386.0,mujer,"no vive solo"
445,buen,"good running",12.0,"pre buen pagador",privado,618.0,hombre,"no vive solo"
446,buen,"good running",12.0,"pre buen pagador",privado,1574.0,hombre,"no vive solo"
447,buen,"good running",6.0,"pre buen pagador",privado,700.0,hombre,"no vive solo"
448,buen,"good running",12.0,"pre buen pagador",privado,886.0,mujer,"vive solo"
449,buen,"good running",36.0,"pre buen pagador",privado,4686.0,hombre,"no vive solo"
450,buen,"bad running",9.0,"pre buen pagador",privado,790.0,mujer,"vive solo"
451,mal,"bad running",12.0,"pre buen pagador",privado,766.0,hombre,"no vive solo"
452,buen,no,20.0,"pre buen pagador",privado,2212.0,hombre,"no vive solo"
453,buen,"bad running",10.0,"pre buen pagador",profesional,7308.0,hombre,"no vive solo"
454,buen,"bad running",24.0,"pre buen pagador",privado,5743.0,mujer,"vive solo"
455,buen,no,14.0,"pre buen pagador",profesional,3973.0,hombre,"no vive solo"
456,buen,"bad running",60.0,"pre buen pagador",privado,7418.0,hombre,"no vive solo"
457,buen,"bad running",20.0,"pre buen pagador",profesional,2629.0,hombre,"no vive solo"
458,buen,"bad running",18.0,"pre buen pagador",profesional,1941.0,hombre,"no vive solo"
459,buen,"bad running",24.0,"pre buen pagador",privado,2333.0,hombre,"no vive solo"
460,buen,"good running",12.0,"pre buen pagador",privado,2445.0,mujer,"no vive solo"
461,buen,"bad running",20.0,"pre buen pagador",privado,6468.0,hombre,"vive solo"
462,buen,"bad running",18.0,"pre buen pagador",privado,7374.0,hombre,"no vive solo"
463,buen,"good running",15.0,"pre buen pagador",privado,3812.0,mujer,"vive solo"
464,mal,no,28.0,"pre buen pagador",profesional,4006.0,hombre,"no vive solo"
465,buen,"bad running",12.0,"pre buen pagador",profesional,7472.0,mujer,"vive solo"
466,buen,"bad running",12.0,"pre buen pagador",privado,1424.0,mujer,"vive solo"
467,buen,"bad running",12.0,"pre buen pagador",privado,2028.0,hombre,"no vive solo"
468,buen,"good running",15.0,"pre buen pagador",profesional,5324.0,mujer,"vive solo"
469,buen,"bad running",36.0,"pre buen pagador",privado,2323.0,hombre,"no vive solo"
470,buen,"good running",12.0,"pre buen pagador",privado,1393.0,hombre,"no vive solo"
471,buen,"good running",18.0,"pre buen pagador",privado,1984.0,hombre,"no vive solo"
472,buen,"good running",24.0,"pre buen pagador",privado,999.0,hombre,"no vive solo"
473,buen,"good running",36.0,"pre buen pagador",profesional,7409.0,hombre,"no vive solo"
474,buen,"good running",15.0,"pre buen pagador",privado,2186.0,mujer,"vive solo"
475,buen,"bad running",36.0,"pre buen pagador",privado,4473.0,hombre,"no vive solo"
476,buen,"good running",24.0,"pre buen pagador",privado,937.0,mujer,"no vive solo"
477,buen,"good running",18.0,"pre buen pagador",privado,3422.0,hombre,"no vive solo"
478,buen,"good running",24.0,"pre buen pagador",privado,3105.0,hombre,"no vive solo"
479,buen,"good running",12.0,"pre buen pagador",privado,2748.0,mujer,"vive solo"
480,buen,"bad running",18.0,"pre buen pagador",privado,3872.0,mujer,"vive solo"
481,buen,"good running",27.0,"pre buen pagador",privado,5190.0,hombre,"no vive solo"
482,buen,"bad running",18.0,"pre buen pagador",privado,3001.0,mujer,"vive solo"
483,buen,"good running",24.0,"pre buen pagador",profesional,3863.0,hombre,"no vive solo"
484,buen,"good running",12.0,"pre buen pagador",privado,5801.0,hombre,"no vive solo"
485,buen,"good running",12.0,"pre buen pagador",privado,1592.0,mujer,"vive solo"
486,buen,"good running",12.0,"pre buen pagador",profesional,1185.0,mujer,"vive solo"
487,buen,"good running",18.0,"pre buen pagador",privado,3780.0,hombre,"vive solo"
488,buen,"bad running",18.0,"pre buen pagador",privado,3612.0,mujer,"vive solo"
489,buen,"good running",12.0,"pre buen pagador",profesional,1076.0,mujer,"no vive solo"
490,buen,"good running",12.0,"pre buen pagador",profesional,3527.0,hombre,"no vive solo"
491,buen,"good running",18.0,"pre buen pagador",privado,2051.0,hombre,"no vive solo"
492,buen,"good running",12.0,"pre buen pagador",privado,3331.0,hombre,"no vive solo"
493,buen,no,18.0,"pre mal pagador",profesional,3104.0,hombre,"no vive solo"
494,buen,"good running",24.0,"pre buen pagador",privado,2611.0,mujer,"no vive solo"
495,buen,no,12.0,"pre buen pagador",privado,1409.0,hombre,"no vive solo"
496,buen,"good running",24.0,"pre buen pagador",privado,1311.0,mujer,"no vive solo"
497,buen,"good running",6.0,"pre buen pagador",privado,2108.0,mujer,"no vive solo"
498,buen,"good running",24.0,"pre buen pagador",privado,4042.0,hombre,"no vive solo"
499,buen,"good running",12.0,"pre buen pagador",profesional,926.0,mujer,"vive solo"
500,buen,no,12.0,"pre buen pagador",privado,1680.0,mujer,"no vive solo"
501,buen,"good running",24.0,"pre buen pagador",profesional,1249.0,mujer,"no vive solo"
502,buen,"good running",24.0,"pre buen pagador",profesional,2463.0,mujer,"no vive solo"
503,buen,"good running",6.0,"pre buen pagador",privado,1595.0,hombre,"no vive solo"
504,buen,"good running",24.0,"pre buen pagador",privado,2058.0,hombre,"vive solo"
505,buen,"good running",24.0,"pre buen pagador",privado,7814.0,hombre,"no vive solo"
506,buen,"good running",6.0,"pre buen pagador",privado,1740.0,mujer,"no vive solo"
507,buen,"good running",12.0,"pre buen pagador",privado,1240.0,mujer,"vive solo"
508,buen,"good running",24.0,"pre buen pagador",privado,6842.0,hombre,"no vive solo"
509,buen,"good running",24.0,"pre buen pagador",privado,5150.0,hombre,"no vive solo"
510,buen,no,6.0,"pre buen pagador",profesional,1203.0,hombre,"no vive solo"
511,buen,"good running",6.0,"pre buen pagador",profesional,2080.0,mujer,"no vive solo"
512,buen,"good running",6.0,"pre buen pagador",privado,1538.0,mujer,"vive solo"
513,buen,"bad running",24.0,"pre buen pagador",profesional,3878.0,hombre,"vive solo"
514,buen,"bad running",30.0,"pre buen pagador",privado,3832.0,mujer,"no vive solo"
515,buen,"good running",15.0,"pre buen pagador",profesional,3186.0,mujer,"vive solo"
516,buen,"bad running",24.0,"pre buen pagador",privado,2896.0,hombre,"no vive solo"
517,buen,"bad running",24.0,"pre buen pagador",profesional,6967.0,hombre,"no vive solo"
518,mal,"good running",36.0,"pre buen pagador",privado,1819.0,hombre,"no vive solo"
519,mal,"good running",24.0,"pre buen pagador",privado,5943.0,mujer,"vive solo"
520,mal,"good running",36.0,"pre buen pagador",privado,7127.0,mujer,"vive solo"
521,mal,"good running",36.0,"pre buen pagador",privado,3349.0,mujer,"vive solo"
522,mal,"good running",36.0,"pre buen pagador",privado,10974.0,mujer,"vive solo"
523,buen,"good running",6.0,"pre buen pagador",privado,518.0,mujer,"vive solo"
524,buen,"good running",18.0,"pre buen pagador",privado,1126.0,mujer,"vive solo"
525,buen,"bad running",12.0,"pre buen pagador",privado,1860.0,hombre,"no vive solo"
526,buen,"good running",36.0,"pre buen pagador",privado,9566.0,mujer,"vive solo"
527,buen,no,12.0,"pre buen pagador",privado,701.0,mujer,"no vive solo"
528,buen,"bad running",12.0,"pre buen pagador",privado,2930.0,mujer,"vive solo"
529,buen,"good running",18.0,"pre buen pagador",privado,1505.0,hombre,"no vive solo"
530,buen,"good running",18.0,"pre buen pagador",privado,2238.0,mujer,"vive solo"
531,buen,"good running",4.0,"pre buen pagador",privado,1503.0,hombre,"no vive solo"
532,buen,"good running",24.0,"pre buen pagador",privado,2197.0,hombre,"no vive solo"
533,buen,"bad running",12.0,"pre buen pagador",privado,1881.0,mujer,"vive solo"
534,buen,no,18.0,"pre buen pagador",privado,1880.0,mujer,"no vive solo"
535,buen,no,18.0,"pre buen pagador",privado,2389.0,mujer,"vive solo"
536,buen,"bad running",24.0,"pre buen pagador",privado,1967.0,mujer,"vive solo"
537,buen,"good running",4.0,"pre buen pagador",profesional,3380.0,mujer,"vive solo"
538,buen,"good running",4.0,"pre buen pagador",profesional,1455.0,hombre,"no vive solo"
539,buen,"good running",7.0,"pre buen pagador",privado,730.0,hombre,"no vive solo"
540,buen,"bad running",18.0,"pre mal pagador",privado,3244.0,mujer,"vive solo"
541,mal,"bad running",9.0,"pre buen pagador",privado,1670.0,mujer,"vive solo"
542,buen,"bad running",48.0,"pre buen pagador",privado,3979.0,hombre,"no vive solo"
543,mal,"bad running",12.0,"pre buen pagador",privado,1922.0,hombre,"no vive solo"
544,buen,"bad running",18.0,"pre buen pagador",privado,1295.0,mujer,"vive solo"
545,buen,"good running",4.0,"pre buen pagador",privado,1544.0,hombre,"no vive solo"
546,buen,"bad running",8.0,"pre buen pagador",profesional,907.0,mujer,"no vive solo"
547,buen,"bad running",30.0,"pre buen pagador",privado,1715.0,mujer,"vive solo"
548,buen,"bad running",10.0,"pre buen pagador",privado,1347.0,hombre,"no vive solo"
549,buen,"bad running",12.0,"pre buen pagador",profesional,1007.0,mujer,"no vive solo"
550,buen,"good running",12.0,"pre buen pagador",privado,1402.0,mujer,"vive solo"
551,buen,"bad running",12.0,"pre buen pagador",profesional,2002.0,hombre,"no vive solo"
552,buen,"good running",12.0,"pre buen pagador",privado,2096.0,hombre,"no vive solo"
553,buen,"good running",12.0,"pre buen pagador",profesional,1101.0,mujer,"no vive solo"
554,buen,"good running",10.0,"pre buen pagador",privado,894.0,mujer,"vive solo"
555,buen,"bad running",11.0,"pre buen pagador",privado,1577.0,mujer,"vive solo"
556,buen,"good running",33.0,"pre buen pagador",profesional,2764.0,mujer,"vive solo"
557,buen,"bad running",48.0,"pre mal pagador",profesional,8358.0,mujer,"vive solo"
558,buen,"bad running",12.0,"pre buen pagador",privado,1474.0,mujer,"vive solo"
559,buen,"good running",24.0,"pre buen pagador",privado,5433.0,mujer,"vive solo"
560,buen,"bad running",14.0,"pre buen pagador",profesional,1410.0,mujer,"no vive solo"
561,buen,"good running",20.0,"pre buen pagador",profesional,3485.0,hombre,"vive solo"
562,buen,"good running",18.0,"pre buen pagador",privado,3850.0,hombre,"no vive solo"
563,mal,"bad running",60.0,"pre buen pagador",profesional,7408.0,mujer,"vive solo"
564,buen,"bad running",24.0,"pre buen pagador",privado,1377.0,mujer,"vive solo"
565,buen,"good running",30.0,"pre buen pagador",profesional,4272.0,hombre,"no vive solo"
566,buen,"bad running",24.0,"pre buen pagador",privado,1553.0,mujer,"vive solo"
567,buen,"bad running",36.0,"pre buen pagador",profesional,9857.0,hombre,"no vive solo"
568,buen,"good running",6.0,"pre buen pagador",profesional,362.0,mujer,"vive solo"
569,buen,"good running",12.0,"pre buen pagador",privado,1935.0,hombre,"no vive solo"
570,buen,"good running",48.0,"pre buen pagador",privado,10222.0,hombre,"no vive solo"
571,buen,"bad running",12.0,"pre buen pagador",profesional,1330.0,hombre,"no vive solo"
572,buen,"good running",36.0,"pre buen pagador",privado,9055.0,hombre,"no vive solo"
573,buen,"bad running",26.0,"pre buen pagador",privado,7966.0,hombre,"no vive solo"
574,buen,"bad running",30.0,"pre mal pagador",privado,3496.0,hombre,"no vive solo"
575,buen,"bad running",36.0,"pre buen pagador",privado,6948.0,hombre,"no vive solo"
576,buen,"bad running",48.0,"pre mal pagador",profesional,12204.0,hombre,"no vive solo"
577,mal,no,36.0,"pre buen pagador",privado,3446.0,hombre,"no vive solo"
578,mal,no,12.0,"pre buen pagador",privado,684.0,hombre,"no vive solo"
579,mal,no,33.0,"pre buen pagador",privado,4281.0,mujer,"vive solo"
580,mal,no,42.0,"pre buen pagador",privado,7174.0,mujer,"vive solo"
581,mal,no,24.0,"pre mal pagador",privado,1546.0,hombre,"no vive solo"
582,mal,no,24.0,"pre buen pagador",privado,2359.0,hombre,"vive solo"
583,mal,"good running",24.0,"pre buen pagador",privado,3621.0,hombre,"no vive solo"
584,mal,no,12.0,"pre buen pagador",privado,741.0,mujer,"vive solo"
585,mal,no,12.0,"pre buen pagador",privado,7865.0,hombre,"no vive solo"
586,buen,no,24.0,"pre buen pagador",privado,2910.0,hombre,"no vive solo"
587,buen,no,18.0,"pre buen pagador",profesional,5302.0,hombre,"no vive solo"
588,buen,no,36.0,"pre buen pagador",privado,3620.0,hombre,"no vive solo"
589,buen,no,18.0,"pre buen pagador",privado,3509.0,mujer,"vive solo"
590,buen,"bad running",12.0,"pre buen pagador",privado,3017.0,mujer,"vive solo"
591,buen,no,12.0,"pre buen pagador",privado,1657.0,hombre,"no vive solo"
592,buen,no,8.0,"pre buen pagador",profesional,1164.0,hombre,"no vive solo"
593,mal,no,36.0,"pre buen pagador",privado,6229.0,mujer,"vive solo"
594,mal,no,24.0,"pre mal pagador",profesional,1193.0,mujer,"vive solo"
595,buen,no,30.0,"pre mal pagador",privado,4583.0,hombre,"vive solo"
596,buen,no,36.0,"pre buen pagador",privado,5371.0,hombre,"no vive solo"
597,buen,no,12.0,"pre buen pagador",privado,708.0,hombre,"no vive solo"
598,buen,no,21.0,"pre buen pagador",profesional,571.0,hombre,"no vive solo"
599,buen,no,30.0,"pre buen pagador",privado,2522.0,hombre,"no vive solo"
600,mal,no,36.0,"pre buen pagador",privado,5179.0,hombre,"no vive solo"
601,mal,no,36.0,"pre buen pagador",privado,8229.0,hombre,"no vive solo"
602,buen,"good running",24.0,"pre buen pagador",privado,2028.0,hombre,"no vive solo"
603,buen,no,6.0,"pre buen pagador",profesional,1374.0,mujer,"vive solo"
604,buen,no,12.0,"pre buen pagador",privado,1289.0,hombre,"no vive solo"
605,mal,no,36.0,"pre buen pagador",privado,2712.0,hombre,"no vive solo"
606,buen,no,15.0,"pre buen pagador",privado,975.0,hombre,"vive solo"
607,buen,"bad running",6.0,"pre buen pagador",privado,1050.0,hombre,"no vive solo"
608,buen,no,6.0,"pre buen pagador",profesional,609.0,mujer,"vive solo"
609,buen,no,48.0,"pre buen pagador",privado,4788.0,hombre,"no vive solo"
610,buen,"bad running",24.0,"pre buen pagador",privado,3069.0,hombre,"no vive solo"
611,mal,"bad running",12.0,"pre buen pagador",profesional,836.0,mujer,"vive solo"
612,buen,no,12.0,"pre buen pagador",privado,2577.0,hombre,"vive solo"
613,buen,no,12.0,"pre buen pagador",privado,1620.0,mujer,"vive solo"
614,buen,no,15.0,"pre buen pagador",privado,1845.0,mujer,"vive solo"
615,buen,no,24.0,"pre buen pagador",privado,6579.0,hombre,"no vive solo"
616,buen,no,12.0,"pre buen pagador",profesional,1893.0,mujer,"vive solo"
617,buen,no,30.0,"pre buen pagador",privado,10623.0,hombre,"no vive solo"
618,buen,no,18.0,"pre buen pagador",profesional,2249.0,hombre,"no vive solo"
619,mal,no,30.0,"pre buen pagador",privado,3108.0,hombre,"vive solo"
620,buen,"bad running",12.0,"pre buen pagador",profesional,958.0,hombre,"no vive solo"
621,buen,"good running",24.0,"pre buen pagador",privado,9277.0,hombre,"vive solo"
622,buen,"good running",24.0,"pre buen pagador",profesional,6314.0,hombre,"no vive solo"
623,buen,no,12.0,"pre buen pagador",privado,1526.0,hombre,"no vive solo"
624,buen,no,12.0,"pre buen pagador",privado,3590.0,hombre,"no vive solo"
625,buen,no,24.0,"pre buen pagador",privado,6615.0,hombre,"no vive solo"
626,buen,no,6.0,"pre buen pagador",privado,1872.0,hombre,"no vive solo"
627,buen,"good running",12.0,"pre buen pagador",profesional,2859.0,hombre,"no vive solo"
628,buen,"good running",18.0,"pre buen pagador",privado,1582.0,hombre,"no vive solo"
629,buen,"good running",6.0,"pre buen pagador",privado,1238.0,hombre,"no vive solo"
630,buen,no,12.0,"pre buen pagador",privado,2578.0,mujer,"vive solo"
631,buen,no,15.0,"pre buen pagador",privado,1433.0,mujer,"vive solo"
632,buen,no,42.0,"pre buen pagador",privado,7882.0,hombre,"no vive solo"
633,buen,no,24.0,"pre buen pagador",privado,4169.0,hombre,"no vive solo"
634,buen,no,36.0,"pre buen pagador",privado,3959.0,hombre,"no vive solo"
635,buen,no,36.0,"pre buen pagador",profesional,3249.0,hombre,"no vive solo"
636,buen,no,24.0,"pre buen pagador",privado,3149.0,hombre,"no vive solo"
637,mal,no,12.0,"pre buen pagador",privado,2246.0,hombre,"no vive solo"
638,buen,no,13.0,"pre buen pagador",profesional,1797.0,hombre,"no vive solo"
639,buen,no,20.0,"pre buen pagador",privado,4272.0,mujer,"vive solo"
640,buen,no,24.0,"pre buen pagador",privado,2957.0,hombre,"no vive solo"
641,buen,no,36.0,"pre buen pagador",privado,2348.0,mujer,"no vive solo"
642,buen,"bad running",42.0,"pre mal pagador",profesional,6289.0,hombre,"vive solo"
643,buen,no,24.0,"pre buen pagador",privado,6419.0,mujer,"vive solo"
644,mal,no,48.0,"pre buen pagador",privado,6143.0,mujer,"vive solo"
645,buen,"good running",24.0,"pre buen pagador",privado,1597.0,hombre,"no vive solo"
646,buen,no,36.0,"pre buen pagador",profesional,15857.0,hombre,"vive solo"
647,buen,"good running",24.0,"pre buen pagador",privado,2223.0,hombre,"no vive solo"
648,buen,"good running",48.0,"pre buen pagador",privado,7238.0,hombre,"no vive solo"
649,buen,"bad running",30.0,"pre buen pagador",profesional,2503.0,hombre,"no vive solo"
650,buen,"bad running",18.0,"pre buen pagador",profesional,2622.0,hombre,"no vive solo"
651,buen,"bad running",24.0,"pre buen pagador",privado,4351.0,mujer,"vive solo"
652,buen,"bad running",6.0,"pre buen pagador",privado,368.0,hombre,"no vive solo"
653,buen,"bad running",12.0,"pre buen pagador",privado,754.0,hombre,"no vive solo"
654,buen,"good running",24.0,"pre buen pagador",privado,2424.0,hombre,"no vive solo"
655,buen,"bad running",48.0,"pre buen pagador",profesional,6681.0,hombre,"no vive solo"
656,buen,"bad running",18.0,"pre buen pagador",profesional,2427.0,hombre,"no vive solo"
657,mal,"bad running",24.0,"pre buen pagador",privado,1216.0,hombre,"no vive solo"
658,buen,"bad running",6.0,"pre buen pagador",privado,753.0,mujer,"vive solo"
659,buen,"bad running",7.0,"pre buen pagador",privado,2576.0,hombre,"no vive solo"
660,buen,"bad running",6.0,"pre buen pagador",privado,590.0,mujer,"no vive solo"
661,buen,"bad running",8.0,"pre buen pagador",privado,1414.0,hombre,"no vive solo"
662,buen,"bad running",12.0,"pre buen pagador",privado,1103.0,hombre,"no vive solo"
663,buen,"bad running",12.0,"pre buen pagador",privado,585.0,mujer,"no vive solo"
664,buen,"bad running",6.0,"pre buen pagador",privado,1068.0,hombre,"no vive solo"
665,buen,no,8.0,"pre buen pagador",profesional,713.0,hombre,"no vive solo"
666,buen,"bad running",12.0,"pre buen pagador",privado,1092.0,mujer,"vive solo"
667,buen,"bad running",7.0,"pre buen pagador",privado,2329.0,mujer,"vive solo"
668,buen,"bad running",13.0,"pre buen pagador",privado,882.0,hombre,"no vive solo"
669,buen,"bad running",18.0,"pre buen pagador",privado,866.0,mujer,"no vive solo"
